" "," ","編號","股票","類別","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","收盤價",""
" "," ","1266","6456 GIS-KY","光電","3.50","4.00","9.00","4.00","3.00","2.00","-","-","-","-","-","-","-","-","-","108.00"," "
" "," ","1267","6457 紘康","櫃半導","1.84","1.83","1.99","2.00","2.10","1.44","1.05","-","-","-","-","-","-","-","-","151.00"," "
" "," ","1268","6462 神盾","櫃半導","9.00","8.09","4.25","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","116.00"," "
" "," ","1269","6464 台數科","其他","4.20","5.61","5.10","2.40","6.60","7.00","6.22","-","-","-","-","-","-","-","-","109.00"," "
" "," ","1270","6465 威潤","櫃通信","0.00","1.00","1.98","4.51","2.97","2.75","-","-","-","-","-","-","-","-","-","17.00"," "
" "," ","1271","6470 宇智","櫃通信","2.50","2.50","2.00","4.00","4.00","3.00","-","-","-","-","-","-","-","-","-","41.20"," "
" "," ","1272","6477 安集","光電","1.00","0.80","0.42","0.20","0.50","0.60","-","-","-","-","-","-","-","-","-","36.65"," "
" "," ","1273","6482 弘煜科","櫃文創","0.00","0.00","1.00","2.00","2.64","0.00","-","-","-","-","-","-","-","-","-","39.80"," "
" "," ","1274","6485 點序","櫃半導","0.50","1.50","0.00","2.50","3.87","3.91","-","-","-","-","-","-","-","-","-","140.00"," "
" "," ","1275","6486 互動","櫃通信","6.00","4.80","3.20","3.50","3.00","4.00","-","-","-","-","-","-","-","-","-","71.80"," "
" "," ","1276","6492 生華科","櫃生技","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","146.00"," "
" "," ","1277","6494 九齊","櫃半導","2.00","2.20","3.50","3.00","1.80","2.20","-","-","-","-","-","-","-","-","-","152.00"," "
" "," ","1278","6496 科懋","櫃生技","1.00","4.00","4.00","4.00","2.50","2.50","-","-","-","-","-","-","-","-","-","27.15"," "
" "," ","1279","6499 益安","櫃生技","0.00","1.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","66.50"," "
" "," ","1280","6504 南六","其他","4.50","5.00","4.50","4.80","3.90","2.80","2.20","1.33","0.30","1.51","1.78","1.66","1.50","0.50","2.00","116.00"," "
" "," ","1281","6505 台塑化","油電","2.90","4.80","6.30","6.00","4.00","0.85","2.50","0.26","2.00","3.90","3.80","1.50","6.70","4.40","5.00","95.00"," "
" "," ","1282","6506 雙邦","櫃化學","1.10","1.20","1.30","1.70","1.00","0.60","0.60","0.30","0.60","1.00","1.00","0.00","0.60","0.30","1.10","16.60"," "
" "," ","1283","6508 惠光","櫃農技","1.80","1.50","1.45","1.50","1.50","2.00","1.60","1.50","1.50","1.50","1.00","1.60","1.60","1.20","1.20","30.55"," "
" "," ","1284","6509 聚和","櫃化學","0.70","0.60","0.40","0.50","0.61","0.41","0.50","0.30","0.30","0.30","0.98","0.00","0.69","2.38","0.98","60.80"," "
" "," ","1285","6512 啟發電","櫃他電","0.00","0.47","0.46","2.28","2.83","2.52","-","-","-","-","-","-","-","-","-","16.45"," "
" "," ","1286","6514 F-芮特","櫃通信","3.00","2.50","1.40","1.80","2.90","0.00","-","-","-","-","-","-","-","-","-","42.05"," "
" "," ","1287","6523 達爾膚","櫃生技","3.86","0.45","2.50","6.60","8.00","6.00","-","-","-","-","-","-","-","-","-","70.30"," "
" "," ","1288","6525 捷敏-KY","半導","3.50","5.00","4.00","3.80","3.30","-","-","-","-","-","-","-","-","-","-","117.00"," "
" "," ","1289","6532 瑞耘","櫃半導","1.59","2.30","1.10","0.80","1.40","0.80","-","-","-","-","-","-","-","-","-","40.00"," "
" "," ","1290","6535 順藥","櫃生技","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","32.40"," "
" "," ","1291","6538 倉和","櫃電零","4.80","1.00","1.30","4.30","4.25","-","-","-","-","-","-","-","-","-","-","97.70"," "
" "," ","1292","6542 隆中","櫃文創","0.00","3.00","0.00","2.87","1.87","0.28","-","-","-","-","-","-","-","-","-","68.50"," "
" "," ","1293","6548 長華科","櫃光電","1.24","17.00","11.50","1.20","3.00","-","-","-","-","-","-","-","-","-","-","102.50"," "
" "," ","1294","6552 易華電","半導","2.00","2.00","0.30","0.75","0.30","-","-","-","-","-","-","-","-","-","-","60.70"," "
" "," ","1295","6560 欣普羅","櫃光電","2.00","3.00","0.00","2.00","2.46","-","-","-","-","-","-","-","-","-","-","105.00"," "
" "," ","1296","6569 醫揚","櫃生技","5.00","7.50","6.50","8.00","7.00","-","-","-","-","-","-","-","-","-","-","117.00"," "
" "," ","1297","6573 虹揚-KY","半導","0.00","0.50","1.00","1.00","-","-","-","-","-","-","-","-","-","-","-","23.75"," "
" "," ","1298","6574 霈方","櫃生技","1.23","4.00","6.16","7.07","4.47","-","-","-","-","-","-","-","-","-","-","52.70"," "
" "," ","1299","6577 勁豐","櫃電腦","5.00","4.50","4.00","4.00","5.00","-","-","-","-","-","-","-","-","-","-","61.80"," "
" "," ","1300","6579 研揚","電腦","3.20","4.10","4.75","4.75","3.00","-","-","-","-","-","-","-","-","-","-","63.70"," "
" "," ","1301","6594 展匯科","櫃半導","0.98","0.75","0.98","1.41","-","-","-","-","-","-","-","-","-","-","-","40.00"," "
" "," ","1302","6603 富強鑫","櫃電機","0.09","0.50","0.79","0.70","0.40","0.60","0.40","0.41","1.00","1.50","0.70","0.50","0.50","0.00","0.20","13.95"," "
" "," ","1303","6605 帝寶","電機","1.50","2.30","2.50","3.00","2.50","4.50","4.00","3.00","1.00","4.00","3.80","3.60","5.82","5.48","6.50","55.20"," "
" "," ","1304","6609 瀧澤科","櫃電機","1.00","2.20","1.20","0.60","1.40","2.00","1.50","1.00","1.50","0.80","0.60","0.60","1.70","1.50","1.30","30.45"," "
" "," ","1305","7402 邑錡","櫃光電","1.22","1.20","1.00","1.91","2.20","1.58","-","-","-","-","-","-","-","-","-","41.70"," "
" "," ","1306","8011 台通","通信","0.00","0.00","0.00","0.60","0.00","1.02","1.18","1.20","1.00","2.50","2.00","0.45","0.00","-","-","15.90"," "
" "," ","1307","8021 尖點","他電","1.20","1.20","0.40","0.91","1.36","1.22","0.80","0.79","0.99","1.00","0.60","0.90","3.98","3.51","2.56","38.60"," "
" "," ","1308","8024 佑華","櫃半導","0.00","0.30","0.30","0.30","0.21","0.50","1.00","1.00","0.23","1.88","1.23","1.66","2.85","2.50","1.20","26.65"," "
" "," ","1309","8027 鈦昇","櫃電機","0.00","0.50","0.00","0.00","0.31","1.20","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","65.00"," "
" "," ","1310","8032 光菱","櫃通路","1.13","2.00","1.70","1.80","1.30","2.30","2.20","1.30","1.30","1.20","1.00","0.50","1.40","0.70","1.00","24.30"," "
" "," ","1311","8033 雷虎","其他","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.20","1.60","2.00","2.90","12.95"," "
" "," ","1312","8034 榮群","櫃通信","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.20","0.00","0.78","0.97","14.70"," "
" "," ","1313","8038 長園科","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","33.85"," "
" "," ","1314","8039 台虹","電零","2.50","2.50","2.50","2.00","2.20","3.00","2.50","1.50","1.80","3.00","1.94","1.20","1.05","1.48","4.00","47.75"," "
" "," ","1315","8040 九暘電","櫃半導","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.04","0.00","0.00","1.10","1.50","0.00","56.70"," "
" "," ","1316","8042 金山電","櫃電零","0.30","2.00","2.94","3.50","3.00","3.00","3.50","3.47","2.50","4.00","3.00","1.39","1.03","1.50","1.25","46.50"," "
" "," ","1317","8043 蜜望實","櫃電零","0.50","2.60","0.80","1.00","0.80","1.00","0.50","0.70","1.00","0.85","0.70","0.20","1.33","2.20","2.00","26.45"," "
" "," ","1318","8044 網家","櫃電商","0.70","0.00","0.00","5.58","6.29","5.22","4.17","2.99","5.20","5.40","2.04","0.53","0.00","0.00","0.37","105.50"," "
" "," ","1319","8047 星雲","櫃他電","0.00","0.00","0.35","0.35","0.35","0.35","0.20","0.20","0.15","0.00","0.00","0.40","0.80","0.20","0.20","11.90"," "
" "," ","1320","8048 德勝","櫃通信","2.50","2.20","2.20","2.00","2.80","1.50","1.20","0.50","0.41","0.40","1.00","1.10","1.44","0.66","0.80","36.75"," "
" "," ","1321","8049 晶采","櫃光電","1.80","2.00","1.40","1.30","0.85","0.31","0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.40","0.00","22.95"," "
" "," ","1322","8050 廣積","櫃電腦","2.00","2.00","2.51","4.38","3.88","3.83","5.03","3.42","3.43","3.32","2.54","2.47","5.03","4.23","4.02","35.95"," "
" "," ","1323","8054 安國","櫃半導","0.54","1.00","1.00","0.80","1.01","1.52","2.00","1.83","3.30","2.50","2.00","1.00","2.50","3.47","3.99","47.05"," "
" "," ","1324","8059 凱碩","櫃通信","0.00","0.00","0.00","0.20","0.50","0.60","0.00","0.00","0.00","0.00","1.80","0.70","0.77","0.00","0.20","9.78"," "
" "," ","1325","8064 東捷","櫃光電","1.00","1.00","0.00","0.85","0.50","1.00","0.90","0.00","0.00","0.40","0.00","0.40","1.20","6.01","3.20","21.20"," "
" "," ","1326","8066 來思達","櫃貿易","6.10","10.00","8.00","8.00","8.00","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","39.10"," "
" "," ","1327","8067 志旭","櫃通路","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.60","0.60","0.54","0.00","9.87"," "
" "," ","1328","8068 全達","櫃通路","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.20"," "
" "," ","1329","8069 元太","櫃光電","2.00","2.09","1.64","1.50","0.48","0.00","0.00","0.00","3.00","2.66","0.00","0.00","1.70","0.44","0.00","76.00"," "
" "," ","1330","8070 長華","通路","12.60","12.00","11.00","10.00","7.00","3.50","3.10","3.30","0.89","10.00","6.00","2.00","6.60","6.54","7.18","32.10"," "
" "," ","1331","8071 能率豐","櫃電零","0.50","0.42","0.15","0.20","0.20","0.10","1.20","1.00","1.50","0.42","0.00","0.00","0.00","0.00","0.00","11.40"," "
" "," ","1332","8072 陞泰","通路","0.20","0.50","0.50","0.50","1.00","1.43","20.00","7.00","7.00","7.00","6.00","6.00","6.85","10.00","7.03","24.30"," "
" "," ","1333","8074 鉅橡","櫃電零","1.00","1.24","1.39","1.70","1.49","1.30","1.30","1.50","1.00","1.00","1.50","0.40","0.20","1.08","1.40","19.35"," "
" "," ","1334","8076 伍豐","櫃電腦","1.75","1.00","1.00","1.00","1.02","1.30","1.22","0.69","0.50","0.00","1.42","1.52","7.04","9.25","5.01","30.75"," "
" "," ","1335","8077 冠華","櫃觀光","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.75"," "
" "," ","1336","8083 瑞穎","櫃電機","9.00","8.80","8.50","8.50","7.80","7.50","5.00","4.00","3.00","2.30","1.60","1.60","2.30","2.50","2.00","184.00"," "
" "," ","1337","8084 巨虹","櫃通路","0.00","0.00","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.44","78.00"," "
" "," ","1338","8085 福華","櫃他電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.70","1.33","1.40","14.10"," "
" "," ","1339","8086 宏捷科","櫃半導","1.70","1.50","1.40","2.40","4.75","1.95","0.00","0.00","0.48","0.70","0.20","0.44","0.00","0.00","0.00","162.00"," "
" "," ","1340","8087 華鎂鑫","櫃光電","0.00","0.00","0.10","0.00","0.00","0.00","0.00","0.20","0.00","0.00","0.15","0.00","0.00","0.10","0.20","27.20"," "
" "," ","1341","8088 品安","櫃半導","2.08","0.44","0.19","1.06","1.48","1.60","3.26","0.60","0.60","0.00","0.00","0.00","0.00","0.65","0.00","22.95"," "
" "," ","1342","8091 翔名","櫃電零","1.45","5.63","8.10","3.63","3.00","3.42","3.97","5.13","2.97","5.37","2.17","1.86","2.40","2.00","2.24","61.90"," "
" "," ","1343","8092 建暐","櫃他電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.40","0.60","8.07"," "
" "," ","1344","8093 保銳科","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.70","0.40","2.00","3.00","1.80","8.59"," "
" "," ","1345","8096 擎亞科","櫃通路","0.40","0.00","0.20","0.00","1.50","0.00","0.00","2.00","2.60","2.37","1.70","0.77","1.12","1.08","1.00","13.05"," "
" "," ","1346","8097 鴻松","櫃通信","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.00"," "
" "," ","1347","8099 大世科","櫃資服","1.05","1.02","1.62","1.14","1.00","1.70","1.40","0.88","1.50","1.00","1.72","2.35","1.80","2.40","2.60","37.40"," "
" "," ","1348","8101 華冠","通信","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.60","0.00","0.00","0.00","0.00","0.80","0.00","2.39"," "
" "," ","1349","8103 瀚荃","電零","1.03","1.00","1.00","1.80","0.70","2.93","1.79","2.87","3.25","3.79","2.50","2.49","3.60","3.15","3.00","42.25"," "
" "," ","1350","8105 凌巨","光電","0.10","0.00","0.20","0.20","0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.59","1.98","2.00","11.45"," "
" "," ","1351","8107 大億科","櫃電機","1.00","1.00","7.00","0.00","0.71","0.00","0.00","0.00","0.00","0.85","0.00","1.00","0.52","0.00","1.50","18.30"," "
" "," ","1352","8109 博大","櫃電零","1.03","5.50","4.00","4.50","4.50","4.30","4.00","2.50","3.00","3.50","3.50","2.50","3.05","3.00","1.40","74.30"," "
" "," ","1353","8110 華東","半導","0.00","0.30","0.85","0.25","0.21","0.35","0.13","0.00","0.00","0.46","0.32","0.00","1.16","0.97","0.00","18.60"," "
" "," ","1354","8111 立碁電","櫃光電","0.46","0.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.70","0.00","0.00","1.02","1.70","2.00","18.20"," "
" "," ","1355","8112 至上","通路","2.70","3.00","2.80","2.48","0.94","1.10","0.67","0.40","1.19","1.46","1.07","0.00","0.51","0.86","1.42","42.75"," "
" "," ","1356","8114 振樺電","電腦","4.50","6.20","6.20","8.20","8.00","7.85","6.85","5.35","4.60","4.53","2.90","4.50","7.06","7.00","7.00","76.00"," "
" "," ","1357","8121 越峰","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.60","4.91","0.00","0.00","0.83","0.60","1.40","17.55"," "
" "," ","1358","8131 福懋科","半導","2.20","2.50","2.50","2.00","2.00","1.40","0.40","1.00","1.60","2.50","0.90","1.00","3.20","2.50","1.00","37.05"," "
" "," ","1359","8147 正淩","櫃電零","0.00","0.75","2.00","2.00","2.00","1.84","1.00","1.00","0.80","0.80","0.50","0.00","-","-","-","50.10"," "
" "," ","1360","8150 南茂","半導","1.80","1.20","0.30","1.00","2.09","2.22","1.20","0.50","0.00","0.00","0.00","0.00","-","-","-","55.30"," "
" "," ","1361","8155 博智","櫃電零","3.60","5.60","5.50","2.93","2.00","2.00","1.60","1.50","0.70","0.50","-","-","-","-","-","104.00"," "
" "," ","1362","8163 達方","電腦","2.30","3.50","2.00","2.00","2.00","0.30","0.20","0.60","0.50","1.50","1.70","2.00","3.50","3.46","2.50","41.35"," "
" "," ","1363","8171 天宇","櫃通信","0.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.20","1.20","-","-","-","-","-","51.50"," "
" "," ","1364","8176 智捷","櫃通信","0.15","0.60","0.55","0.30","0.00","0.00","0.00","1.06","1.04","0.51","1.17","0.00","0.62","0.36","0.00","8.39"," "
" "," ","1365","8182 加高","櫃電零","1.00","1.10","1.00","0.65","0.70","0.80","0.55","0.30","0.70","1.20","1.00","0.70","1.90","1.80","1.40","46.50"," "
" "," ","1366","8183 精星","櫃他電","0.45","0.40","0.40","0.30","0.00","0.25","0.00","0.00","0.00","0.00","0.00","0.00","0.28","0.33","0.80","44.25"," "
" "," ","1367","8201 無敵","他電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","0.70","1.30","1.25","3.80","3.50","4.20","12.90"," "
" "," ","1368","8210 勤誠","電腦","4.60","4.00","3.00","3.00","2.60","3.00","2.50","2.50","2.90","2.86","2.50","0.50","2.00","2.00","2.00","70.00"," "
" "," ","1369","8213 志超","電零","2.54","2.18","1.51","1.50","2.00","3.50","3.00","3.00","0.70","2.00","2.50","1.97","2.16","2.00","1.50","45.85"," "
" "," ","1370","8215 明基材","光電","0.50","0.60","0.90","0.00","1.20","1.30","0.30","0.00","0.00","0.40","0.00","0.00","1.40","1.00","0.00","37.95"," "
" "," ","1371","8222 寶一","電機","0.45","0.50","0.30","0.80","0.80","0.50","0.50","0.50","0.30","0.40","0.60","0.90","-","-","-","14.20"," "
" "," ","1372","8234 新漢","櫃電腦","0.80","0.70","0.60","1.50","1.25","1.99","1.18","2.00","2.50","2.00","1.00","2.00","3.50","2.20","1.50","21.40"," "
" "," ","1373","8240 華宏","櫃光電","1.30","0.85","0.00","0.00","0.50","1.20","1.00","1.50","2.70","3.20","1.80","0.50","1.54","5.00","6.30","29.70"," "
" "," ","1374","8249 菱光","電零","1.20","1.30","1.60","1.60","1.80","1.90","1.20","0.90","0.80","1.70","1.00","0.20","2.70","3.17","2.99","28.70"," "
" "," ","1375","8261 富鼎","半導","0.50","1.00","0.45","0.70","1.00","0.40","0.00","0.00","0.00","0.70","1.30","0.90","1.47","1.32","2.10","102.00"," "
" "," ","1376","8271 宇瞻","半導","2.55","2.50","2.60","2.40","2.01","2.20","2.00","1.80","1.60","1.60","0.75","0.00","0.00","1.60","0.00","43.55"," "
" "," ","1377","8277 商丞","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.50","0.00","0.00","0.00","3.00","0.00","0.00","1.48","1.20","12.85"," "
" "," ","1378","8279 生展","櫃生技","3.00","2.50","2.00","1.00","0.50","0.00","0.00","-","-","-","-","-","-","-","-","90.10"," "
" "," ","1379","8289 泰藝","櫃電零","0.00","0.40","0.30","0.50","0.62","0.65","0.50","0.00","0.85","1.50","0.84","0.90","1.11","1.31","1.20","31.65"," "
" "," ","1380","8291 尚茂","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.67","0.00","0.00","0.00","0.28","0.32","0.00"," "
" "," ","1381","8349 恒耀","櫃鋼鐵","2.00","4.66","5.49","5.10","4.00","4.00","2.50","0.71","1.79","1.29","0.40","0.50","0.60","1.50","1.70","60.70"," "
" "," ","1382","8354 冠郝","櫃塑膠","0.70","1.80","1.50","0.50","0.70","0.80","1.00","0.80","0.80","0.50","0.00","0.32","0.60","1.40","1.60","14.45"," "
" "," ","1383","8358 金居","櫃電零","2.00","2.20","3.00","0.00","0.00","0.00","0.00","0.00","0.00","1.40","0.50","0.00","0.00","0.00","0.00","70.00"," "
" "," ","1384","8374 羅昇","電機","0.30","0.50","0.50","0.10","0.00","0.00","0.30","0.30","3.50","2.50","2.00","1.50","4.60","3.20","3.00","29.75"," "
" "," ","1385","8383 千附","櫃他電","2.50","2.50","2.70","2.70","2.20","1.97","1.20","1.00","0.83","1.20","0.50","0.75","2.00","1.13","1.33","37.55"," "
" "," ","1386","8390 金益鼎","櫃其他","1.24","0.45","0.30","0.20","0.20","0.30","0.30","1.00","2.15","1.58","1.50","1.51","3.56","2.50","1.60","37.80"," "
" "," ","1387","8401 白紗科","櫃其他","0.50","0.85","1.28","0.40","0.60","1.14","0.00","1.25","1.30","2.52","2.00","1.00","2.00","-","-","14.00"," "
" "," ","1388","8403 盛弘","櫃生技","0.49","1.00","1.00","1.00","1.49","0.98","1.00","1.00","0.88","1.80","1.80","1.80","-","-","-","27.50"," "
" "," ","1389","8404 百和興業-KY","其他","0.60","1.00","1.30","1.00","1.30","1.20","1.00","0.52","1.00","1.03","1.80","-","-","-","-","36.25"," "
" "," ","1390","8406 F-金可","櫃生技","3.50","5.00","6.80","6.80","6.80","6.60","6.58","4.99","2.30","0.00","1.60","-","-","-","-","198.00"," "
" "," ","1391","8409 商之器","櫃生技","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.40","0.20","0.00","-","-","-","-","16.95"," "
" "," ","1392","8410 森田","櫃電腦","1.50","1.75","1.65","1.50","0.30","2.00","1.70","1.50","2.00","2.00","4.00","-","-","-","-","34.20"," "
